,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,93,FP1,0,-1.577,c,"S2 nomatch,",0,co2c0000337,0.0
6,93,FP1,1,-2.553,c,"S2 nomatch,",0,co2c0000337,0.00390625
7,93,FP1,2,-2.065,c,"S2 nomatch,",0,co2c0000337,0.0078125
8,93,FP1,3,-1.088,c,"S2 nomatch,",0,co2c0000337,0.01171875
9,93,FP1,4,0.376,c,"S2 nomatch,",0,co2c0000337,0.015625
10,93,FP1,5,2.818,c,"S2 nomatch,",0,co2c0000337,0.01953125
11,93,FP1,6,4.771,c,"S2 nomatch,",0,co2c0000337,0.0234375
12,93,FP1,7,6.236,c,"S2 nomatch,",0,co2c0000337,0.02734375
13,93,FP1,8,6.724,c,"S2 nomatch,",0,co2c0000337,0.03125
14,93,FP1,9,6.236,c,"S2 nomatch,",0,co2c0000337,0.03515625
15,93,FP1,10,5.259,c,"S2 nomatch,",0,co2c0000337,0.0390625
16,93,FP1,11,5.259,c,"S2 nomatch,",0,co2c0000337,0.04296875
17,93,FP1,12,6.724,c,"S2 nomatch,",0,co2c0000337,0.046875
18,93,FP1,13,9.165,c,"S2 nomatch,",0,co2c0000337,0.05078125
19,93,FP1,14,11.119,c,"S2 nomatch,",0,co2c0000337,0.0546875
20,93,FP1,15,11.119,c,"S2 nomatch,",0,co2c0000337,0.05859375
21,93,FP1,16,9.165,c,"S2 nomatch,",0,co2c0000337,0.0625
22,93,FP1,17,7.212,c,"S2 nomatch,",0,co2c0000337,0.06640625
23,93,FP1,18,6.236,c,"S2 nomatch,",0,co2c0000337,0.0703125
24,93,FP1,19,6.236,c,"S2 nomatch,",0,co2c0000337,0.07421875
25,93,FP1,20,5.747,c,"S2 nomatch,",0,co2c0000337,0.078125
26,93,FP1,21,5.259,c,"S2 nomatch,",0,co2c0000337,0.08203125
27,93,FP1,22,3.306,c,"S2 nomatch,",0,co2c0000337,0.0859375
28,93,FP1,23,2.33,c,"S2 nomatch,",0,co2c0000337,0.08984375
29,93,FP1,24,2.818,c,"S2 nomatch,",0,co2c0000337,0.09375
30,93,FP1,25,3.306,c,"S2 nomatch,",0,co2c0000337,0.09765625
31,93,FP1,26,2.818,c,"S2 nomatch,",0,co2c0000337,0.1015625
32,93,FP1,27,1.353,c,"S2 nomatch,",0,co2c0000337,0.10546875
33,93,FP1,28,-1.088,c,"S2 nomatch,",0,co2c0000337,0.109375
34,93,FP1,29,-1.577,c,"S2 nomatch,",0,co2c0000337,0.11328125
35,93,FP1,30,-0.112,c,"S2 nomatch,",0,co2c0000337,0.1171875
36,93,FP1,31,3.306,c,"S2 nomatch,",0,co2c0000337,0.12109375
37,93,FP1,32,6.236,c,"S2 nomatch,",0,co2c0000337,0.125
38,93,FP1,33,6.724,c,"S2 nomatch,",0,co2c0000337,0.12890625
39,93,FP1,34,5.259,c,"S2 nomatch,",0,co2c0000337,0.1328125
40,93,FP1,35,5.747,c,"S2 nomatch,",0,co2c0000337,0.13671875
41,93,FP1,36,7.212,c,"S2 nomatch,",0,co2c0000337,0.140625
42,93,FP1,37,9.654,c,"S2 nomatch,",0,co2c0000337,0.14453125
43,93,FP1,38,11.607,c,"S2 nomatch,",0,co2c0000337,0.1484375
44,93,FP1,39,11.119,c,"S2 nomatch,",0,co2c0000337,0.15234375
