,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,75,FP1,0,9.593,a,S2 match,0,co2a0000370,0.0
6,75,FP1,1,9.593,a,S2 match,0,co2a0000370,0.00390625
7,75,FP1,2,6.175,a,S2 match,0,co2a0000370,0.0078125
8,75,FP1,3,1.292,a,S2 match,0,co2a0000370,0.01171875
9,75,FP1,4,-2.614,a,S2 match,0,co2a0000370,0.015625
10,75,FP1,5,-2.614,a,S2 match,0,co2a0000370,0.01953125
11,75,FP1,6,1.292,a,S2 match,0,co2a0000370,0.0234375
12,75,FP1,7,6.175,a,S2 match,0,co2a0000370,0.02734375
13,75,FP1,8,10.081,a,S2 match,0,co2a0000370,0.03125
14,75,FP1,9,10.569,a,S2 match,0,co2a0000370,0.03515625
15,75,FP1,10,9.104,a,S2 match,0,co2a0000370,0.0390625
16,75,FP1,11,6.663,a,S2 match,0,co2a0000370,0.04296875
17,75,FP1,12,5.686,a,S2 match,0,co2a0000370,0.046875
18,75,FP1,13,5.686,a,S2 match,0,co2a0000370,0.05078125
19,75,FP1,14,6.175,a,S2 match,0,co2a0000370,0.0546875
20,75,FP1,15,4.71,a,S2 match,0,co2a0000370,0.05859375
21,75,FP1,16,3.245,a,S2 match,0,co2a0000370,0.0625
22,75,FP1,17,2.757,a,S2 match,0,co2a0000370,0.06640625
23,75,FP1,18,4.71,a,S2 match,0,co2a0000370,0.0703125
24,75,FP1,19,9.104,a,S2 match,0,co2a0000370,0.07421875
25,75,FP1,20,13.499,a,S2 match,0,co2a0000370,0.078125
26,75,FP1,21,14.964,a,S2 match,0,co2a0000370,0.08203125
27,75,FP1,22,13.499,a,S2 match,0,co2a0000370,0.0859375
28,75,FP1,23,9.104,a,S2 match,0,co2a0000370,0.08984375
29,75,FP1,24,4.222,a,S2 match,0,co2a0000370,0.09375
30,75,FP1,25,1.78,a,S2 match,0,co2a0000370,0.09765625
31,75,FP1,26,1.292,a,S2 match,0,co2a0000370,0.1015625
32,75,FP1,27,3.245,a,S2 match,0,co2a0000370,0.10546875
33,75,FP1,28,6.175,a,S2 match,0,co2a0000370,0.109375
34,75,FP1,29,9.593,a,S2 match,0,co2a0000370,0.11328125
35,75,FP1,30,12.034,a,S2 match,0,co2a0000370,0.1171875
36,75,FP1,31,13.499,a,S2 match,0,co2a0000370,0.12109375
37,75,FP1,32,13.011,a,S2 match,0,co2a0000370,0.125
38,75,FP1,33,12.034,a,S2 match,0,co2a0000370,0.12890625
39,75,FP1,34,11.058,a,S2 match,0,co2a0000370,0.1328125
40,75,FP1,35,10.569,a,S2 match,0,co2a0000370,0.13671875
41,75,FP1,36,11.546,a,S2 match,0,co2a0000370,0.140625
42,75,FP1,37,13.011,a,S2 match,0,co2a0000370,0.14453125
43,75,FP1,38,14.476,a,S2 match,0,co2a0000370,0.1484375
44,75,FP1,39,14.476,a,S2 match,0,co2a0000370,0.15234375
45,75,FP1,40,13.499,a,S2 match,0,co2a0000370,0.15625
46,75,FP1,41,11.546,a,S2 match,0,co2a0000370,0.16015625
47,75,FP1,42,10.081,a,S2 match,0,co2a0000370,0.1640625
48,75,FP1,43,9.104,a,S2 match,0,co2a0000370,0.16796875
49,75,FP1,44,9.104,a,S2 match,0,co2a0000370,0.171875
50,75,FP1,45,9.104,a,S2 match,0,co2a0000370,0.17578125
51,75,FP1,46,10.569,a,S2 match,0,co2a0000370,0.1796875
52,75,FP1,47,13.011,a,S2 match,0,co2a0000370,0.18359375
53,75,FP1,48,16.429,a,S2 match,0,co2a0000370,0.1875
54,75,FP1,49,19.358,a,S2 match,0,co2a0000370,0.19140625
55,75,FP1,50,20.823,a,S2 match,0,co2a0000370,0.1953125
56,75,FP1,51,19.847,a,S2 match,0,co2a0000370,0.19921875
57,75,FP1,52,17.893,a,S2 match,0,co2a0000370,0.203125
58,75,FP1,53,14.476,a,S2 match,0,co2a0000370,0.20703125
59,75,FP1,54,12.034,a,S2 match,0,co2a0000370,0.2109375
60,75,FP1,55,11.058,a,S2 match,0,co2a0000370,0.21484375
61,75,FP1,56,10.569,a,S2 match,0,co2a0000370,0.21875
62,75,FP1,57,8.616,a,S2 match,0,co2a0000370,0.22265625
63,75,FP1,58,6.663,a,S2 match,0,co2a0000370,0.2265625
64,75,FP1,59,3.733,a,S2 match,0,co2a0000370,0.23046875
65,75,FP1,60,2.268,a,S2 match,0,co2a0000370,0.234375
66,75,FP1,61,2.268,a,S2 match,0,co2a0000370,0.23828125
67,75,FP1,62,2.757,a,S2 match,0,co2a0000370,0.2421875
68,75,FP1,63,3.245,a,S2 match,0,co2a0000370,0.24609375
69,75,FP1,64,2.268,a,S2 match,0,co2a0000370,0.25
70,75,FP1,65,1.292,a,S2 match,0,co2a0000370,0.25390625
71,75,FP1,66,0.315,a,S2 match,0,co2a0000370,0.2578125
72,75,FP1,67,1.292,a,S2 match,0,co2a0000370,0.26171875
73,75,FP1,68,3.245,a,S2 match,0,co2a0000370,0.265625
74,75,FP1,69,5.198,a,S2 match,0,co2a0000370,0.26953125
75,75,FP1,70,5.686,a,S2 match,0,co2a0000370,0.2734375
76,75,FP1,71,5.198,a,S2 match,0,co2a0000370,0.27734375
77,75,FP1,72,4.222,a,S2 match,0,co2a0000370,0.28125
78,75,FP1,73,4.222,a,S2 match,0,co2a0000370,0.28515625
79,75,FP1,74,5.686,a,S2 match,0,co2a0000370,0.2890625
80,75,FP1,75,7.151,a,S2 match,0,co2a0000370,0.29296875
81,75,FP1,76,7.151,a,S2 match,0,co2a0000370,0.296875
82,75,FP1,77,4.222,a,S2 match,0,co2a0000370,0.30078125
83,75,FP1,78,1.292,a,S2 match,0,co2a0000370,0.3046875
84,75,FP1,79,-2.126,a,S2 match,0,co2a0000370,0.30859375
85,75,FP1,80,-3.591,a,S2 match,0,co2a0000370,0.3125
86,75,FP1,81,-3.103,a,S2 match,0,co2a0000370,0.31640625
87,75,FP1,82,-2.126,a,S2 match,0,co2a0000370,0.3203125
88,75,FP1,83,-1.638,a,S2 match,0,co2a0000370,0.32421875
89,75,FP1,84,-0.661,a,S2 match,0,co2a0000370,0.328125
90,75,FP1,85,-0.173,a,S2 match,0,co2a0000370,0.33203125
91,75,FP1,86,0.315,a,S2 match,0,co2a0000370,0.3359375
92,75,FP1,87,0.804,a,S2 match,0,co2a0000370,0.33984375
93,75,FP1,88,1.292,a,S2 match,0,co2a0000370,0.34375
94,75,FP1,89,0.804,a,S2 match,0,co2a0000370,0.34765625
95,75,FP1,90,0.315,a,S2 match,0,co2a0000370,0.3515625
96,75,FP1,91,-0.173,a,S2 match,0,co2a0000370,0.35546875
97,75,FP1,92,-0.173,a,S2 match,0,co2a0000370,0.359375
98,75,FP1,93,-0.173,a,S2 match,0,co2a0000370,0.36328125
99,75,FP1,94,0.315,a,S2 match,0,co2a0000370,0.3671875
100,75,FP1,95,1.78,a,S2 match,0,co2a0000370,0.37109375
101,75,FP1,96,3.733,a,S2 match,0,co2a0000370,0.375
102,75,FP1,97,5.686,a,S2 match,0,co2a0000370,0.37890625
103,75,FP1,98,7.151,a,S2 match,0,co2a0000370,0.3828125
104,75,FP1,99,5.686,a,S2 match,0,co2a0000370,0.38671875
105,75,FP1,100,2.268,a,S2 match,0,co2a0000370,0.390625
106,75,FP1,101,-2.126,a,S2 match,0,co2a0000370,0.39453125
107,75,FP1,102,-6.521,a,S2 match,0,co2a0000370,0.3984375
108,75,FP1,103,-9.45,a,S2 match,0,co2a0000370,0.40234375
109,75,FP1,104,-8.962,a,S2 match,0,co2a0000370,0.40625
110,75,FP1,105,-6.521,a,S2 match,0,co2a0000370,0.41015625
111,75,FP1,106,-3.591,a,S2 match,0,co2a0000370,0.4140625
112,75,FP1,107,-1.149,a,S2 match,0,co2a0000370,0.41796875
113,75,FP1,108,-0.173,a,S2 match,0,co2a0000370,0.421875
114,75,FP1,109,-0.173,a,S2 match,0,co2a0000370,0.42578125
115,75,FP1,110,-0.173,a,S2 match,0,co2a0000370,0.4296875
116,75,FP1,111,0.804,a,S2 match,0,co2a0000370,0.43359375
117,75,FP1,112,2.757,a,S2 match,0,co2a0000370,0.4375
118,75,FP1,113,4.71,a,S2 match,0,co2a0000370,0.44140625
119,75,FP1,114,6.663,a,S2 match,0,co2a0000370,0.4453125
120,75,FP1,115,5.686,a,S2 match,0,co2a0000370,0.44921875
121,75,FP1,116,4.222,a,S2 match,0,co2a0000370,0.453125
122,75,FP1,117,3.245,a,S2 match,0,co2a0000370,0.45703125
123,75,FP1,118,2.268,a,S2 match,0,co2a0000370,0.4609375
124,75,FP1,119,2.268,a,S2 match,0,co2a0000370,0.46484375
125,75,FP1,120,1.78,a,S2 match,0,co2a0000370,0.46875
126,75,FP1,121,0.315,a,S2 match,0,co2a0000370,0.47265625
127,75,FP1,122,-1.638,a,S2 match,0,co2a0000370,0.4765625
128,75,FP1,123,-2.614,a,S2 match,0,co2a0000370,0.48046875
129,75,FP1,124,-2.614,a,S2 match,0,co2a0000370,0.484375
130,75,FP1,125,-2.126,a,S2 match,0,co2a0000370,0.48828125
131,75,FP1,126,-1.638,a,S2 match,0,co2a0000370,0.4921875
132,75,FP1,127,-1.638,a,S2 match,0,co2a0000370,0.49609375
133,75,FP1,128,-1.638,a,S2 match,0,co2a0000370,0.5
134,75,FP1,129,0.315,a,S2 match,0,co2a0000370,0.50390625
135,75,FP1,130,3.733,a,S2 match,0,co2a0000370,0.5078125
136,75,FP1,131,7.151,a,S2 match,0,co2a0000370,0.51171875
137,75,FP1,132,8.128,a,S2 match,0,co2a0000370,0.515625
138,75,FP1,133,6.663,a,S2 match,0,co2a0000370,0.51953125
139,75,FP1,134,3.245,a,S2 match,0,co2a0000370,0.5234375
140,75,FP1,135,1.292,a,S2 match,0,co2a0000370,0.52734375
141,75,FP1,136,2.757,a,S2 match,0,co2a0000370,0.53125
142,75,FP1,137,5.198,a,S2 match,0,co2a0000370,0.53515625
143,75,FP1,138,6.175,a,S2 match,0,co2a0000370,0.5390625
144,75,FP1,139,4.71,a,S2 match,0,co2a0000370,0.54296875
145,75,FP1,140,0.804,a,S2 match,0,co2a0000370,0.546875
146,75,FP1,141,-2.126,a,S2 match,0,co2a0000370,0.55078125
147,75,FP1,142,-2.126,a,S2 match,0,co2a0000370,0.5546875
148,75,FP1,143,-0.661,a,S2 match,0,co2a0000370,0.55859375
149,75,FP1,144,1.292,a,S2 match,0,co2a0000370,0.5625
150,75,FP1,145,1.292,a,S2 match,0,co2a0000370,0.56640625
