,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,36,FP1,0,-2.991,a,S1 obj,0,co2a0000370,0.0
6,36,FP1,1,-2.502,a,S1 obj,0,co2a0000370,0.00390625
7,36,FP1,2,-1.038,a,S1 obj,0,co2a0000370,0.0078125
8,36,FP1,3,0.427,a,S1 obj,0,co2a0000370,0.01171875
9,36,FP1,4,1.404,a,S1 obj,0,co2a0000370,0.015625
10,36,FP1,5,0.916,a,S1 obj,0,co2a0000370,0.01953125
11,36,FP1,6,-1.038,a,S1 obj,0,co2a0000370,0.0234375
12,36,FP1,7,-4.456,a,S1 obj,0,co2a0000370,0.02734375
13,36,FP1,8,-7.385,a,S1 obj,0,co2a0000370,0.03125
14,36,FP1,9,-9.338,a,S1 obj,0,co2a0000370,0.03515625
15,36,FP1,10,-9.338,a,S1 obj,0,co2a0000370,0.0390625
16,36,FP1,11,-7.874,a,S1 obj,0,co2a0000370,0.04296875
17,36,FP1,12,-6.897,a,S1 obj,0,co2a0000370,0.046875
18,36,FP1,13,-6.897,a,S1 obj,0,co2a0000370,0.05078125
19,36,FP1,14,-7.874,a,S1 obj,0,co2a0000370,0.0546875
20,36,FP1,15,-8.362,a,S1 obj,0,co2a0000370,0.05859375
21,36,FP1,16,-8.85,a,S1 obj,0,co2a0000370,0.0625
22,36,FP1,17,-7.385,a,S1 obj,0,co2a0000370,0.06640625
23,36,FP1,18,-5.92,a,S1 obj,0,co2a0000370,0.0703125
24,36,FP1,19,-5.432,a,S1 obj,0,co2a0000370,0.07421875
25,36,FP1,20,-5.432,a,S1 obj,0,co2a0000370,0.078125
26,36,FP1,21,-4.944,a,S1 obj,0,co2a0000370,0.08203125
27,36,FP1,22,-3.967,a,S1 obj,0,co2a0000370,0.0859375
28,36,FP1,23,-1.526,a,S1 obj,0,co2a0000370,0.08984375
29,36,FP1,24,1.404,a,S1 obj,0,co2a0000370,0.09375
30,36,FP1,25,3.357,a,S1 obj,0,co2a0000370,0.09765625
31,36,FP1,26,2.869,a,S1 obj,0,co2a0000370,0.1015625
32,36,FP1,27,1.404,a,S1 obj,0,co2a0000370,0.10546875
33,36,FP1,28,-1.526,a,S1 obj,0,co2a0000370,0.109375
34,36,FP1,29,-2.991,a,S1 obj,0,co2a0000370,0.11328125
35,36,FP1,30,-2.991,a,S1 obj,0,co2a0000370,0.1171875
36,36,FP1,31,-2.991,a,S1 obj,0,co2a0000370,0.12109375
37,36,FP1,32,-2.991,a,S1 obj,0,co2a0000370,0.125
38,36,FP1,33,-3.967,a,S1 obj,0,co2a0000370,0.12890625
39,36,FP1,34,-5.92,a,S1 obj,0,co2a0000370,0.1328125
40,36,FP1,35,-7.385,a,S1 obj,0,co2a0000370,0.13671875
41,36,FP1,36,-6.897,a,S1 obj,0,co2a0000370,0.140625
42,36,FP1,37,-6.409,a,S1 obj,0,co2a0000370,0.14453125
43,36,FP1,38,-5.432,a,S1 obj,0,co2a0000370,0.1484375
44,36,FP1,39,-6.409,a,S1 obj,0,co2a0000370,0.15234375
45,36,FP1,40,-8.362,a,S1 obj,0,co2a0000370,0.15625
46,36,FP1,41,-10.315,a,S1 obj,0,co2a0000370,0.16015625
47,36,FP1,42,-10.803,a,S1 obj,0,co2a0000370,0.1640625
48,36,FP1,43,-9.338,a,S1 obj,0,co2a0000370,0.16796875
49,36,FP1,44,-7.385,a,S1 obj,0,co2a0000370,0.171875
50,36,FP1,45,-6.897,a,S1 obj,0,co2a0000370,0.17578125
51,36,FP1,46,-6.897,a,S1 obj,0,co2a0000370,0.1796875
