,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,89,FP1,0,-1.729,a,"S2 nomatch,",0,co2a0000364,0.0
6,89,FP1,1,-0.753,a,"S2 nomatch,",0,co2a0000364,0.00390625
7,89,FP1,2,0.712,a,"S2 nomatch,",0,co2a0000364,0.0078125
8,89,FP1,3,1.2,a,"S2 nomatch,",0,co2a0000364,0.01171875
9,89,FP1,4,0.224,a,"S2 nomatch,",0,co2a0000364,0.015625
10,89,FP1,5,-2.218,a,"S2 nomatch,",0,co2a0000364,0.01953125
11,89,FP1,6,-2.218,a,"S2 nomatch,",0,co2a0000364,0.0234375
12,89,FP1,7,0.712,a,"S2 nomatch,",0,co2a0000364,0.02734375
13,89,FP1,8,5.595,a,"S2 nomatch,",0,co2a0000364,0.03125
14,89,FP1,9,9.013,a,"S2 nomatch,",0,co2a0000364,0.03515625
15,89,FP1,10,9.013,a,"S2 nomatch,",0,co2a0000364,0.0390625
16,89,FP1,11,6.571,a,"S2 nomatch,",0,co2a0000364,0.04296875
17,89,FP1,12,3.153,a,"S2 nomatch,",0,co2a0000364,0.046875
18,89,FP1,13,1.2,a,"S2 nomatch,",0,co2a0000364,0.05078125
19,89,FP1,14,0.712,a,"S2 nomatch,",0,co2a0000364,0.0546875
20,89,FP1,15,1.689,a,"S2 nomatch,",0,co2a0000364,0.05859375
21,89,FP1,16,1.2,a,"S2 nomatch,",0,co2a0000364,0.0625
22,89,FP1,17,0.224,a,"S2 nomatch,",0,co2a0000364,0.06640625
23,89,FP1,18,-0.264,a,"S2 nomatch,",0,co2a0000364,0.0703125
24,89,FP1,19,-0.264,a,"S2 nomatch,",0,co2a0000364,0.07421875
25,89,FP1,20,0.224,a,"S2 nomatch,",0,co2a0000364,0.078125
26,89,FP1,21,1.2,a,"S2 nomatch,",0,co2a0000364,0.08203125
27,89,FP1,22,2.177,a,"S2 nomatch,",0,co2a0000364,0.0859375
28,89,FP1,23,2.665,a,"S2 nomatch,",0,co2a0000364,0.08984375
29,89,FP1,24,2.665,a,"S2 nomatch,",0,co2a0000364,0.09375
30,89,FP1,25,1.2,a,"S2 nomatch,",0,co2a0000364,0.09765625
31,89,FP1,26,-0.264,a,"S2 nomatch,",0,co2a0000364,0.1015625
32,89,FP1,27,-2.218,a,"S2 nomatch,",0,co2a0000364,0.10546875
33,89,FP1,28,-3.194,a,"S2 nomatch,",0,co2a0000364,0.109375
34,89,FP1,29,-4.171,a,"S2 nomatch,",0,co2a0000364,0.11328125
35,89,FP1,30,-5.147,a,"S2 nomatch,",0,co2a0000364,0.1171875
36,89,FP1,31,-6.612,a,"S2 nomatch,",0,co2a0000364,0.12109375
37,89,FP1,32,-10.03,a,"S2 nomatch,",0,co2a0000364,0.125
38,89,FP1,33,-13.936,a,"S2 nomatch,",0,co2a0000364,0.12890625
39,89,FP1,34,-15.401,a,"S2 nomatch,",0,co2a0000364,0.1328125
40,89,FP1,35,-14.913,a,"S2 nomatch,",0,co2a0000364,0.13671875
41,89,FP1,36,-12.472,a,"S2 nomatch,",0,co2a0000364,0.140625
42,89,FP1,37,-9.054,a,"S2 nomatch,",0,co2a0000364,0.14453125
43,89,FP1,38,-6.612,a,"S2 nomatch,",0,co2a0000364,0.1484375
44,89,FP1,39,-5.636,a,"S2 nomatch,",0,co2a0000364,0.15234375
45,89,FP1,40,-5.147,a,"S2 nomatch,",0,co2a0000364,0.15625
46,89,FP1,41,-4.659,a,"S2 nomatch,",0,co2a0000364,0.16015625
47,89,FP1,42,-3.682,a,"S2 nomatch,",0,co2a0000364,0.1640625
48,89,FP1,43,-2.218,a,"S2 nomatch,",0,co2a0000364,0.16796875
49,89,FP1,44,-0.753,a,"S2 nomatch,",0,co2a0000364,0.171875
50,89,FP1,45,-0.753,a,"S2 nomatch,",0,co2a0000364,0.17578125
51,89,FP1,46,-1.729,a,"S2 nomatch,",0,co2a0000364,0.1796875
52,89,FP1,47,-3.682,a,"S2 nomatch,",0,co2a0000364,0.18359375
53,89,FP1,48,-5.147,a,"S2 nomatch,",0,co2a0000364,0.1875
54,89,FP1,49,-5.636,a,"S2 nomatch,",0,co2a0000364,0.19140625
55,89,FP1,50,-4.659,a,"S2 nomatch,",0,co2a0000364,0.1953125
56,89,FP1,51,-2.706,a,"S2 nomatch,",0,co2a0000364,0.19921875
57,89,FP1,52,-1.241,a,"S2 nomatch,",0,co2a0000364,0.203125
58,89,FP1,53,0.224,a,"S2 nomatch,",0,co2a0000364,0.20703125
59,89,FP1,54,0.712,a,"S2 nomatch,",0,co2a0000364,0.2109375
60,89,FP1,55,1.2,a,"S2 nomatch,",0,co2a0000364,0.21484375
61,89,FP1,56,1.689,a,"S2 nomatch,",0,co2a0000364,0.21875
62,89,FP1,57,1.689,a,"S2 nomatch,",0,co2a0000364,0.22265625
63,89,FP1,58,1.2,a,"S2 nomatch,",0,co2a0000364,0.2265625
64,89,FP1,59,0.224,a,"S2 nomatch,",0,co2a0000364,0.23046875
65,89,FP1,60,-1.241,a,"S2 nomatch,",0,co2a0000364,0.234375
66,89,FP1,61,-2.218,a,"S2 nomatch,",0,co2a0000364,0.23828125
67,89,FP1,62,-2.218,a,"S2 nomatch,",0,co2a0000364,0.2421875
68,89,FP1,63,-1.729,a,"S2 nomatch,",0,co2a0000364,0.24609375
69,89,FP1,64,-0.264,a,"S2 nomatch,",0,co2a0000364,0.25
70,89,FP1,65,1.2,a,"S2 nomatch,",0,co2a0000364,0.25390625
71,89,FP1,66,1.689,a,"S2 nomatch,",0,co2a0000364,0.2578125
72,89,FP1,67,1.689,a,"S2 nomatch,",0,co2a0000364,0.26171875
73,89,FP1,68,0.712,a,"S2 nomatch,",0,co2a0000364,0.265625
74,89,FP1,69,-0.264,a,"S2 nomatch,",0,co2a0000364,0.26953125
75,89,FP1,70,-1.241,a,"S2 nomatch,",0,co2a0000364,0.2734375
76,89,FP1,71,-1.729,a,"S2 nomatch,",0,co2a0000364,0.27734375
77,89,FP1,72,-0.264,a,"S2 nomatch,",0,co2a0000364,0.28125
78,89,FP1,73,2.177,a,"S2 nomatch,",0,co2a0000364,0.28515625
