,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,66,FP1,0,-3.255,c,S1 obj,0,co2c0000337,0.0
6,66,FP1,1,-7.65,c,S1 obj,0,co2c0000337,0.00390625
7,66,FP1,2,-8.626,c,S1 obj,0,co2c0000337,0.0078125
8,66,FP1,3,-7.161,c,S1 obj,0,co2c0000337,0.01171875
9,66,FP1,4,-6.673,c,S1 obj,0,co2c0000337,0.015625
10,66,FP1,5,-9.603,c,S1 obj,0,co2c0000337,0.01953125
11,66,FP1,6,-13.997,c,S1 obj,0,co2c0000337,0.0234375
12,66,FP1,7,-16.927,c,S1 obj,0,co2c0000337,0.02734375
13,66,FP1,8,-15.462,c,S1 obj,0,co2c0000337,0.03125
14,66,FP1,9,-10.579,c,S1 obj,0,co2c0000337,0.03515625
15,66,FP1,10,-6.185,c,S1 obj,0,co2c0000337,0.0390625
16,66,FP1,11,-5.208,c,S1 obj,0,co2c0000337,0.04296875
17,66,FP1,12,-6.673,c,S1 obj,0,co2c0000337,0.046875
18,66,FP1,13,-8.626,c,S1 obj,0,co2c0000337,0.05078125
19,66,FP1,14,-7.65,c,S1 obj,0,co2c0000337,0.0546875
20,66,FP1,15,-2.767,c,S1 obj,0,co2c0000337,0.05859375
21,66,FP1,16,3.092,c,S1 obj,0,co2c0000337,0.0625
22,66,FP1,17,5.534,c,S1 obj,0,co2c0000337,0.06640625
23,66,FP1,18,4.069,c,S1 obj,0,co2c0000337,0.0703125
24,66,FP1,19,0.163,c,S1 obj,0,co2c0000337,0.07421875
25,66,FP1,20,-2.279,c,S1 obj,0,co2c0000337,0.078125
26,66,FP1,21,-1.79,c,S1 obj,0,co2c0000337,0.08203125
27,66,FP1,22,0.163,c,S1 obj,0,co2c0000337,0.0859375
28,66,FP1,23,0.651,c,S1 obj,0,co2c0000337,0.08984375
29,66,FP1,24,-1.79,c,S1 obj,0,co2c0000337,0.09375
30,66,FP1,25,-4.72,c,S1 obj,0,co2c0000337,0.09765625
31,66,FP1,26,-5.697,c,S1 obj,0,co2c0000337,0.1015625
32,66,FP1,27,-3.255,c,S1 obj,0,co2c0000337,0.10546875
33,66,FP1,28,-0.326,c,S1 obj,0,co2c0000337,0.109375
34,66,FP1,29,0.651,c,S1 obj,0,co2c0000337,0.11328125
35,66,FP1,30,-2.767,c,S1 obj,0,co2c0000337,0.1171875
36,66,FP1,31,-9.115,c,S1 obj,0,co2c0000337,0.12109375
37,66,FP1,32,-13.997,c,S1 obj,0,co2c0000337,0.125
38,66,FP1,33,-15.951,c,S1 obj,0,co2c0000337,0.12890625
39,66,FP1,34,-14.486,c,S1 obj,0,co2c0000337,0.1328125
40,66,FP1,35,-13.021,c,S1 obj,0,co2c0000337,0.13671875
41,66,FP1,36,-13.509,c,S1 obj,0,co2c0000337,0.140625
42,66,FP1,37,-14.974,c,S1 obj,0,co2c0000337,0.14453125
43,66,FP1,38,-14.974,c,S1 obj,0,co2c0000337,0.1484375
44,66,FP1,39,-11.068,c,S1 obj,0,co2c0000337,0.15234375
45,66,FP1,40,-4.72,c,S1 obj,0,co2c0000337,0.15625
46,66,FP1,41,1.139,c,S1 obj,0,co2c0000337,0.16015625
47,66,FP1,42,4.069,c,S1 obj,0,co2c0000337,0.1640625
48,66,FP1,43,3.092,c,S1 obj,0,co2c0000337,0.16796875
49,66,FP1,44,1.628,c,S1 obj,0,co2c0000337,0.171875
50,66,FP1,45,2.116,c,S1 obj,0,co2c0000337,0.17578125
51,66,FP1,46,4.557,c,S1 obj,0,co2c0000337,0.1796875
52,66,FP1,47,6.999,c,S1 obj,0,co2c0000337,0.18359375
53,66,FP1,48,7.487,c,S1 obj,0,co2c0000337,0.1875
54,66,FP1,49,5.534,c,S1 obj,0,co2c0000337,0.19140625
55,66,FP1,50,2.604,c,S1 obj,0,co2c0000337,0.1953125
56,66,FP1,51,0.651,c,S1 obj,0,co2c0000337,0.19921875
57,66,FP1,52,0.163,c,S1 obj,0,co2c0000337,0.203125
58,66,FP1,53,-0.814,c,S1 obj,0,co2c0000337,0.20703125
59,66,FP1,54,-4.72,c,S1 obj,0,co2c0000337,0.2109375
60,66,FP1,55,-9.603,c,S1 obj,0,co2c0000337,0.21484375
61,66,FP1,56,-13.509,c,S1 obj,0,co2c0000337,0.21875
62,66,FP1,57,-13.021,c,S1 obj,0,co2c0000337,0.22265625
63,66,FP1,58,-8.138,c,S1 obj,0,co2c0000337,0.2265625
64,66,FP1,59,-0.814,c,S1 obj,0,co2c0000337,0.23046875
65,66,FP1,60,5.046,c,S1 obj,0,co2c0000337,0.234375
66,66,FP1,61,5.534,c,S1 obj,0,co2c0000337,0.23828125
67,66,FP1,62,1.628,c,S1 obj,0,co2c0000337,0.2421875
68,66,FP1,63,-3.255,c,S1 obj,0,co2c0000337,0.24609375
69,66,FP1,64,-6.185,c,S1 obj,0,co2c0000337,0.25
70,66,FP1,65,-5.208,c,S1 obj,0,co2c0000337,0.25390625
71,66,FP1,66,-1.79,c,S1 obj,0,co2c0000337,0.2578125
72,66,FP1,67,1.628,c,S1 obj,0,co2c0000337,0.26171875
73,66,FP1,68,3.092,c,S1 obj,0,co2c0000337,0.265625
74,66,FP1,69,3.092,c,S1 obj,0,co2c0000337,0.26953125
75,66,FP1,70,2.604,c,S1 obj,0,co2c0000337,0.2734375
76,66,FP1,71,2.604,c,S1 obj,0,co2c0000337,0.27734375
77,66,FP1,72,3.581,c,S1 obj,0,co2c0000337,0.28125
78,66,FP1,73,3.581,c,S1 obj,0,co2c0000337,0.28515625
79,66,FP1,74,2.116,c,S1 obj,0,co2c0000337,0.2890625
80,66,FP1,75,0.163,c,S1 obj,0,co2c0000337,0.29296875
81,66,FP1,76,-2.279,c,S1 obj,0,co2c0000337,0.296875
