,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,113,FP1,0,-21.525,c,S2 match,0,co2c0000340,0.0
6,113,FP1,1,-24.455,c,S2 match,0,co2c0000340,0.00390625
7,113,FP1,2,-23.966,c,S2 match,0,co2c0000340,0.0078125
8,113,FP1,3,-20.06,c,S2 match,0,co2c0000340,0.01171875
9,113,FP1,4,-14.201,c,S2 match,0,co2c0000340,0.015625
10,113,FP1,5,-7.365,c,S2 match,0,co2c0000340,0.01953125
11,113,FP1,6,-0.529,c,S2 match,0,co2c0000340,0.0234375
12,113,FP1,7,3.866,c,S2 match,0,co2c0000340,0.02734375
13,113,FP1,8,6.795,c,S2 match,0,co2c0000340,0.03125
14,113,FP1,9,7.772,c,S2 match,0,co2c0000340,0.03515625
15,113,FP1,10,7.284,c,S2 match,0,co2c0000340,0.0390625
16,113,FP1,11,5.819,c,S2 match,0,co2c0000340,0.04296875
17,113,FP1,12,2.889,c,S2 match,0,co2c0000340,0.046875
18,113,FP1,13,-0.041,c,S2 match,0,co2c0000340,0.05078125
19,113,FP1,14,-2.482,c,S2 match,0,co2c0000340,0.0546875
20,113,FP1,15,-3.947,c,S2 match,0,co2c0000340,0.05859375
21,113,FP1,16,-4.924,c,S2 match,0,co2c0000340,0.0625
22,113,FP1,17,-6.388,c,S2 match,0,co2c0000340,0.06640625
23,113,FP1,18,-7.365,c,S2 match,0,co2c0000340,0.0703125
24,113,FP1,19,-9.318,c,S2 match,0,co2c0000340,0.07421875
25,113,FP1,20,-10.783,c,S2 match,0,co2c0000340,0.078125
26,113,FP1,21,-10.295,c,S2 match,0,co2c0000340,0.08203125
27,113,FP1,22,-8.83,c,S2 match,0,co2c0000340,0.0859375
28,113,FP1,23,-5.9,c,S2 match,0,co2c0000340,0.08984375
29,113,FP1,24,-2.97,c,S2 match,0,co2c0000340,0.09375
30,113,FP1,25,-1.017,c,S2 match,0,co2c0000340,0.09765625
31,113,FP1,26,-1.017,c,S2 match,0,co2c0000340,0.1015625
32,113,FP1,27,-1.994,c,S2 match,0,co2c0000340,0.10546875
33,113,FP1,28,-4.435,c,S2 match,0,co2c0000340,0.109375
34,113,FP1,29,-6.388,c,S2 match,0,co2c0000340,0.11328125
35,113,FP1,30,-6.388,c,S2 match,0,co2c0000340,0.1171875
36,113,FP1,31,-3.947,c,S2 match,0,co2c0000340,0.12109375
37,113,FP1,32,1.424,c,S2 match,0,co2c0000340,0.125
38,113,FP1,33,7.772,c,S2 match,0,co2c0000340,0.12890625
39,113,FP1,34,12.166,c,S2 match,0,co2c0000340,0.1328125
40,113,FP1,35,14.608,c,S2 match,0,co2c0000340,0.13671875
41,113,FP1,36,14.119,c,S2 match,0,co2c0000340,0.140625
42,113,FP1,37,11.19,c,S2 match,0,co2c0000340,0.14453125
43,113,FP1,38,6.307,c,S2 match,0,co2c0000340,0.1484375
44,113,FP1,39,0.936,c,S2 match,0,co2c0000340,0.15234375
45,113,FP1,40,-4.924,c,S2 match,0,co2c0000340,0.15625
46,113,FP1,41,-8.83,c,S2 match,0,co2c0000340,0.16015625
47,113,FP1,42,-10.783,c,S2 match,0,co2c0000340,0.1640625
48,113,FP1,43,-10.295,c,S2 match,0,co2c0000340,0.16796875
49,113,FP1,44,-8.83,c,S2 match,0,co2c0000340,0.171875
50,113,FP1,45,-7.365,c,S2 match,0,co2c0000340,0.17578125
51,113,FP1,46,-7.853,c,S2 match,0,co2c0000340,0.1796875
52,113,FP1,47,-8.341,c,S2 match,0,co2c0000340,0.18359375
53,113,FP1,48,-8.83,c,S2 match,0,co2c0000340,0.1875
