,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,52,FP1,0,3.479,c,S1 obj,0,co2c0000337,0.0
6,52,FP1,1,3.479,c,S1 obj,0,co2c0000337,0.00390625
7,52,FP1,2,1.526,c,S1 obj,0,co2c0000337,0.0078125
8,52,FP1,3,0.061,c,S1 obj,0,co2c0000337,0.01171875
9,52,FP1,4,-0.427,c,S1 obj,0,co2c0000337,0.015625
10,52,FP1,5,0.061,c,S1 obj,0,co2c0000337,0.01953125
11,52,FP1,6,-0.916,c,S1 obj,0,co2c0000337,0.0234375
12,52,FP1,7,-2.38,c,S1 obj,0,co2c0000337,0.02734375
13,52,FP1,8,-3.845,c,S1 obj,0,co2c0000337,0.03125
14,52,FP1,9,-3.845,c,S1 obj,0,co2c0000337,0.03515625
15,52,FP1,10,-1.892,c,S1 obj,0,co2c0000337,0.0390625
16,52,FP1,11,1.526,c,S1 obj,0,co2c0000337,0.04296875
17,52,FP1,12,2.014,c,S1 obj,0,co2c0000337,0.046875
18,52,FP1,13,-0.916,c,S1 obj,0,co2c0000337,0.05078125
19,52,FP1,14,-5.798,c,S1 obj,0,co2c0000337,0.0546875
20,52,FP1,15,-9.705,c,S1 obj,0,co2c0000337,0.05859375
21,52,FP1,16,-9.705,c,S1 obj,0,co2c0000337,0.0625
22,52,FP1,17,-6.287,c,S1 obj,0,co2c0000337,0.06640625
23,52,FP1,18,-0.916,c,S1 obj,0,co2c0000337,0.0703125
24,52,FP1,19,2.991,c,S1 obj,0,co2c0000337,0.07421875
25,52,FP1,20,3.967,c,S1 obj,0,co2c0000337,0.078125
26,52,FP1,21,1.038,c,S1 obj,0,co2c0000337,0.08203125
27,52,FP1,22,-2.869,c,S1 obj,0,co2c0000337,0.0859375
28,52,FP1,23,-5.798,c,S1 obj,0,co2c0000337,0.08984375
29,52,FP1,24,-7.263,c,S1 obj,0,co2c0000337,0.09375
30,52,FP1,25,-5.31,c,S1 obj,0,co2c0000337,0.09765625
31,52,FP1,26,-2.38,c,S1 obj,0,co2c0000337,0.1015625
32,52,FP1,27,1.526,c,S1 obj,0,co2c0000337,0.10546875
33,52,FP1,28,3.967,c,S1 obj,0,co2c0000337,0.109375
34,52,FP1,29,5.432,c,S1 obj,0,co2c0000337,0.11328125
35,52,FP1,30,6.409,c,S1 obj,0,co2c0000337,0.1171875
36,52,FP1,31,8.362,c,S1 obj,0,co2c0000337,0.12109375
37,52,FP1,32,11.78,c,S1 obj,0,co2c0000337,0.125
38,52,FP1,33,15.686,c,S1 obj,0,co2c0000337,0.12890625
39,52,FP1,34,18.127,c,S1 obj,0,co2c0000337,0.1328125
40,52,FP1,35,18.127,c,S1 obj,0,co2c0000337,0.13671875
41,52,FP1,36,15.198,c,S1 obj,0,co2c0000337,0.140625
42,52,FP1,37,11.78,c,S1 obj,0,co2c0000337,0.14453125
43,52,FP1,38,10.315,c,S1 obj,0,co2c0000337,0.1484375
