,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
5,67,FP1,0,3.784,c,"S2 nomatch,",0,co2c0000345,0.0
6,67,FP1,1,4.761,c,"S2 nomatch,",0,co2c0000345,0.00390625
7,67,FP1,2,4.272,c,"S2 nomatch,",0,co2c0000345,0.0078125
8,67,FP1,3,3.784,c,"S2 nomatch,",0,co2c0000345,0.01171875
9,67,FP1,4,3.296,c,"S2 nomatch,",0,co2c0000345,0.015625
10,67,FP1,5,3.296,c,"S2 nomatch,",0,co2c0000345,0.01953125
11,67,FP1,6,4.272,c,"S2 nomatch,",0,co2c0000345,0.0234375
12,67,FP1,7,6.226,c,"S2 nomatch,",0,co2c0000345,0.02734375
13,67,FP1,8,8.179,c,"S2 nomatch,",0,co2c0000345,0.03125
14,67,FP1,9,8.667,c,"S2 nomatch,",0,co2c0000345,0.03515625
15,67,FP1,10,8.667,c,"S2 nomatch,",0,co2c0000345,0.0390625
16,67,FP1,11,8.667,c,"S2 nomatch,",0,co2c0000345,0.04296875
17,67,FP1,12,8.667,c,"S2 nomatch,",0,co2c0000345,0.046875
18,67,FP1,13,8.667,c,"S2 nomatch,",0,co2c0000345,0.05078125
19,67,FP1,14,9.155,c,"S2 nomatch,",0,co2c0000345,0.0546875
20,67,FP1,15,9.644,c,"S2 nomatch,",0,co2c0000345,0.05859375
21,67,FP1,16,9.644,c,"S2 nomatch,",0,co2c0000345,0.0625
22,67,FP1,17,10.132,c,"S2 nomatch,",0,co2c0000345,0.06640625
23,67,FP1,18,11.597,c,"S2 nomatch,",0,co2c0000345,0.0703125
24,67,FP1,19,13.55,c,"S2 nomatch,",0,co2c0000345,0.07421875
25,67,FP1,20,15.015,c,"S2 nomatch,",0,co2c0000345,0.078125
26,67,FP1,21,15.503,c,"S2 nomatch,",0,co2c0000345,0.08203125
27,67,FP1,22,14.038,c,"S2 nomatch,",0,co2c0000345,0.0859375
28,67,FP1,23,11.108,c,"S2 nomatch,",0,co2c0000345,0.08984375
29,67,FP1,24,7.69,c,"S2 nomatch,",0,co2c0000345,0.09375
30,67,FP1,25,5.249,c,"S2 nomatch,",0,co2c0000345,0.09765625
31,67,FP1,26,3.296,c,"S2 nomatch,",0,co2c0000345,0.1015625
32,67,FP1,27,2.808,c,"S2 nomatch,",0,co2c0000345,0.10546875
33,67,FP1,28,3.296,c,"S2 nomatch,",0,co2c0000345,0.109375
34,67,FP1,29,4.272,c,"S2 nomatch,",0,co2c0000345,0.11328125
35,67,FP1,30,5.249,c,"S2 nomatch,",0,co2c0000345,0.1171875
36,67,FP1,31,7.202,c,"S2 nomatch,",0,co2c0000345,0.12109375
37,67,FP1,32,8.667,c,"S2 nomatch,",0,co2c0000345,0.125
38,67,FP1,33,10.62,c,"S2 nomatch,",0,co2c0000345,0.12890625
39,67,FP1,34,12.573,c,"S2 nomatch,",0,co2c0000345,0.1328125
40,67,FP1,35,15.015,c,"S2 nomatch,",0,co2c0000345,0.13671875
41,67,FP1,36,17.944,c,"S2 nomatch,",0,co2c0000345,0.140625
42,67,FP1,37,21.851,c,"S2 nomatch,",0,co2c0000345,0.14453125
43,67,FP1,38,25.269,c,"S2 nomatch,",0,co2c0000345,0.1484375
44,67,FP1,39,29.175,c,"S2 nomatch,",0,co2c0000345,0.15234375
45,67,FP1,40,31.128,c,"S2 nomatch,",0,co2c0000345,0.15625
46,67,FP1,41,32.104,c,"S2 nomatch,",0,co2c0000345,0.16015625
47,67,FP1,42,31.616,c,"S2 nomatch,",0,co2c0000345,0.1640625
48,67,FP1,43,30.151,c,"S2 nomatch,",0,co2c0000345,0.16796875
49,67,FP1,44,28.198,c,"S2 nomatch,",0,co2c0000345,0.171875
50,67,FP1,45,25.269,c,"S2 nomatch,",0,co2c0000345,0.17578125
51,67,FP1,46,21.362,c,"S2 nomatch,",0,co2c0000345,0.1796875
52,67,FP1,47,17.456,c,"S2 nomatch,",0,co2c0000345,0.18359375
53,67,FP1,48,13.062,c,"S2 nomatch,",0,co2c0000345,0.1875
54,67,FP1,49,9.155,c,"S2 nomatch,",0,co2c0000345,0.19140625
55,67,FP1,50,5.737,c,"S2 nomatch,",0,co2c0000345,0.1953125
56,67,FP1,51,3.784,c,"S2 nomatch,",0,co2c0000345,0.19921875
57,67,FP1,52,1.831,c,"S2 nomatch,",0,co2c0000345,0.203125
58,67,FP1,53,0.366,c,"S2 nomatch,",0,co2c0000345,0.20703125
59,67,FP1,54,-0.122,c,"S2 nomatch,",0,co2c0000345,0.2109375
60,67,FP1,55,-0.122,c,"S2 nomatch,",0,co2c0000345,0.21484375
61,67,FP1,56,0.854,c,"S2 nomatch,",0,co2c0000345,0.21875
62,67,FP1,57,3.296,c,"S2 nomatch,",0,co2c0000345,0.22265625
63,67,FP1,58,5.737,c,"S2 nomatch,",0,co2c0000345,0.2265625
64,67,FP1,59,7.69,c,"S2 nomatch,",0,co2c0000345,0.23046875
65,67,FP1,60,7.69,c,"S2 nomatch,",0,co2c0000345,0.234375
66,67,FP1,61,6.714,c,"S2 nomatch,",0,co2c0000345,0.23828125
67,67,FP1,62,4.272,c,"S2 nomatch,",0,co2c0000345,0.2421875
68,67,FP1,63,1.343,c,"S2 nomatch,",0,co2c0000345,0.24609375
